TYPECOM,COM,REG,DEP,CTCD,ARR,TNCC,NCC,NCCENR,LIBELLE,CAN,COMPARENT
COM,16165,75,16,16D,162,0,HOULETTE,Houlette,Houlette,1615,NA
COM,16166,75,16,16D,161,5,ISLE D ESPAGNAC,Isle-d'Espagnac,L'Isle-d'Espagnac,1602,NA
COM,16167,75,16,16D,162,0,JARNAC,Jarnac,Jarnac,1615,NA
COM,16168,75,16,16D,161,0,JAULDES,Jauldes,Jauldes,1616,NA
COM,16169,75,16,16D,162,0,JAVREZAC,Javrezac,Javrezac,1612,NA
COM,16170,75,16,16D,161,0,JUIGNAC,Juignac,Juignac,1617,NA
COM,16171,75,16,16D,162,0,JUILLAC LE COQ,Juillac-le-Coq,Juillac-le-Coq,1607,NA
COM,16173,75,16,16D,163,0,JUILLE,Juillé,Juillé,1605,NA
COM,16174,75,16,16D,162,0,JULIENNE,Julienne,Julienne,1615,NA
COM,16175,75,16,16D,162,0,VAL DES VIGNES,Val des Vignes,Val des Vignes,1609,NA
COM,16176,75,16,16D,162,0,LACHAISE,Lachaise,Lachaise,1609,NA
COM,16177,75,16,16D,162,0,LADIVILLE,Ladiville,Ladiville,1609,NA
COM,16178,75,16,16D,162,0,LAGARDE SUR LE NE,Lagarde-sur-le-Né,Lagarde-sur-le-Né,1609,NA
COM,16180,75,16,16D,161,0,LAPRADE,Laprade,Laprade,1617,NA
COM,16181,75,16,16D,163,0,LESSAC,Lessac,Lessac,1610,NA
COM,16182,75,16,16D,163,0,LESTERPS,Lesterps,Lesterps,1610,NA
COM,16183,75,16,16D,163,0,LESIGNAC DURAND,Lésignac-Durand,Lésignac-Durand,1606,NA
COM,16184,75,16,16D,163,0,LICHERES,Lichères,Lichères,1605,NA
COM,16185,75,16,16D,163,0,LIGNE,Ligné,Ligné,1608,NA
COM,16186,75,16,16D,162,0,LIGNIERES AMBLEVILLE,Lignières-Ambleville,Lignières-Ambleville,1607,NA
COM,16187,75,16,16D,161,0,LINARS,Linars,Linars,1618,NA
COM,16188,75,16,16D,163,2,LINDOIS,Lindois,Le Lindois,1606,NA
COM,16189,75,16,16D,163,0,LONDIGNY,Londigny,Londigny,1608,NA
COM,16190,75,16,16D,163,0,LONGRE,Longré,Longré,1608,NA
COM,16191,75,16,16D,163,0,LONNES,Lonnes,Lonnes,1605,NA
COM,16192,75,16,16D,163,0,TERRES DE HAUTE CHARENTE,Terres-de-Haute-Charente,Terres-de-Haute-Charente,1689,NA
COM,16193,75,16,16D,162,0,LOUZAC SAINT ANDRE,Louzac-Saint-André,Louzac-Saint-André,1611,NA
COM,16194,75,16,16D,163,0,LUPSAULT,Lupsault,Lupsault,1608,NA
COM,16195,75,16,16D,163,0,LUSSAC,Lussac,Lussac,1606,NA
COM,16196,75,16,16D,163,0,LUXE,Luxé,Luxé,1605,NA
COM,16197,75,16,16D,163,3,MAGDELEINE,Magdeleine,La Magdeleine,1608,NA
COM,16198,75,16,16D,161,0,MAGNAC LAVALETTE VILLARS,Magnac-Lavalette-Villars,Magnac-Lavalette-Villars,1617,NA
COM,16199,75,16,16D,161,0,MAGNAC SUR TOUVRE,Magnac-sur-Touvre,Magnac-sur-Touvre,1616,NA
COM,16200,75,16,16D,163,0,MAINE DE BOIXE,Maine-de-Boixe,Maine-de-Boixe,1605,NA
COM,16203,75,16,16D,161,0,MAINZAC,Mainzac,Mainzac,1619,NA
COM,16204,75,16,16D,162,0,BELLEVIGNE,Bellevigne,Bellevigne,1607,NA
COM,16205,75,16,16D,163,0,MANOT,Manot,Manot,1610,NA
COM,16206,75,16,16D,163,0,MANSLE LES FONTAINES,Mansle-les-Fontaines,Mansle-les-Fontaines,1605,NA
COM,16207,75,16,16D,162,0,MARCILLAC LANVILLE,Marcillac-Lanville,Marcillac-Lanville,1618,NA
COM,16208,75,16,16D,162,0,MAREUIL,Mareuil,Mareuil,1618,NA
COM,16209,75,16,16D,161,0,MARILLAC LE FRANC,Marillac-le-Franc,Marillac-le-Franc,1619,NA
COM,16210,75,16,16D,161,0,MARSAC,Marsac,Marsac,1618,NA
COM,16211,75,16,16D,161,0,MARTHON,Marthon,Marthon,1619,NA
COM,16212,75,16,16D,163,0,MASSIGNAC,Massignac,Massignac,1606,NA
COM,16213,75,16,16D,163,0,MAZEROLLES,Mazerolles,Mazerolles,1606,NA
COM,16215,75,16,16D,161,0,MEDILLAC,Médillac,Médillac,1617,NA
COM,16216,75,16,16D,162,0,MERIGNAC,Mérignac,Mérignac,1615,NA
COM,16217,75,16,16D,162,0,MERPINS,Merpins,Merpins,1612,NA
COM,16218,75,16,16D,162,0,MESNAC,Mesnac,Mesnac,1611,NA
COM,16220,75,16,16D,162,4,METAIRIES,Métairies,Les Métairies,1615,NA
COM,16221,75,16,16D,162,0,MONS,Mons,Mons,1618,NA
COM,16222,75,16,16D,161,0,MONTBOYER,Montboyer,Montboyer,1617,NA
COM,16223,75,16,16D,161,0,MONTBRON,Montbron,Montbron,1619,NA
COM,16224,75,16,16D,162,0,MONTMERAC,Montmérac,Montmérac,1609,NA
COM,16225,75,16,16D,163,0,MONTEMBOEUF,Montembœuf,Montembœuf,1606,NA
COM,16226,75,16,16D,163,0,MONTIGNAC CHARENTE,Montignac-Charente,Montignac-Charente,1605,NA
COM,16227,75,16,16D,161,0,MONTIGNAC LE COQ,Montignac-le-Coq,Montignac-le-Coq,1617,NA
COM,16229,75,16,16D,163,0,MONTJEAN,Montjean,Montjean,1608,NA
COM,16230,75,16,16D,161,0,MONTMOREAU,Montmoreau,Montmoreau,1617,NA
COM,16231,75,16,16D,163,0,MONTROLLET,Montrollet,Montrollet,1610,NA
COM,16232,75,16,16D,161,0,MORNAC,Mornac,Mornac,1616,NA
COM,16233,75,16,16D,162,0,MOSNAC SAINT SIMEUX,Mosnac-Saint-Simeux,Mosnac-Saint-Simeux,1607,NA
COM,16234,75,16,16D,162,0,MOULIDARS,Moulidars,Moulidars,1618,NA
COM,16236,75,16,16D,161,0,MOUTHIERS SUR BOEME,Mouthiers-sur-Boëme,Mouthiers-sur-Boëme,1604,NA
COM,16237,75,16,16D,163,0,MOUTON,Mouton,Mouton,1605,NA
COM,16238,75,16,16D,163,0,MOUTONNEAU,Moutonneau,Moutonneau,1605,NA
COM,16239,75,16,16D,163,0,MOUZON,Mouzon,Mouzon,1606,NA
COM,16240,75,16,16D,161,0,NABINAUD,Nabinaud,Nabinaud,1617,NA
COM,16241,75,16,16D,163,0,NANCLARS,Nanclars,Nanclars,1605,NA
COM,16242,75,16,16D,163,0,NANTEUIL EN VALLEE,Nanteuil-en-Vallée,Nanteuil-en-Vallée,1608,NA
COM,16243,75,16,16D,162,0,NERCILLAC,Nercillac,Nercillac,1615,NA
COM,16244,75,16,16D,161,0,NERSAC,Nersac,Nersac,1613,NA
COM,16245,75,16,16D,163,0,NIEUIL,Nieuil,Nieuil,1606,NA
COM,16246,75,16,16D,161,0,NONAC,Nonac,Nonac,1617,NA
COM,16248,75,16,16D,163,1,ORADOUR,Oradour,Oradour,1608,NA
COM,16249,75,16,16D,163,1,ORADOUR FANAIS,Oradour-Fanais,Oradour-Fanais,1610,NA
COM,16250,75,16,16D,161,1,ORGEDEUIL,Orgedeuil,Orgedeuil,1619,NA
COM,16251,75,16,16D,162,1,ORIOLLES,Oriolles,Oriolles,1609,NA
COM,16252,75,16,16D,161,1,ORIVAL,Orival,Orival,1617,NA
COM,16253,75,16,16D,163,0,PAIZAY NAUDOUIN EMBOURIE,Paizay-Naudouin-Embourie,Paizay-Naudouin-Embourie,1608,NA
COM,16254,75,16,16D,161,0,PALLUAUD,Palluaud,Palluaud,1617,NA
COM,16255,75,16,16D,163,0,PARZAC,Parzac,Parzac,1606,NA
COM,16256,75,16,16D,162,0,PASSIRAC,Passirac,Passirac,1609,NA
COM,16258,75,16,16D,162,0,PERIGNAC,Pérignac,Pérignac,1609,NA
COM,16260,75,16,16D,161,0,PILLAC,Pillac,Pillac,1617,NA
COM,16261,75,16,16D,163,4,PINS,Pins,Les Pins,1606,NA
COM,16263,75,16,16D,161,0,PLASSAC ROUFFIAC,Plassac-Rouffiac,Plassac-Rouffiac,1604,NA
COM,16264,75,16,16D,163,0,PLEUVILLE,Pleuville,Pleuville,1610,NA
COM,16267,75,16,16D,161,0,POULLIGNAC,Poullignac,Poullignac,1617,NA
COM,16268,75,16,16D,163,0,POURSAC,Poursac,Poursac,1608,NA
