DEP;LIBDEP;DEPCOM;COM;LIBCOM;INDTLV;EXOTHMEUZRRDAT;EXOTHCHAMHOTZRRDAT;THLVDAT;THSURTAXRSDAT;THSURTAXRSTAU;EXOCREENODAT;EXOCREENODUR;EXOREPENODAT;EXOREPENODUR;EXOCREREPDAT;EXOCREREPDUR;CASERNEDAT;BUDDAT;ZDPCORSEDAT;ZRCDAT;ZRCTAU;ZRVDAT;ZRVTAU;EXOFBHOTZRRDAT;EXOFBMEUZRRDAT;EXOFBCHAMHOTZRRDAT;EXOFOUDAT;EXOSERVHOSPDAT;EXOMAISSANTDAT;EXOMAISSANTTAU;EXOMAISSANTDUR;MAGDAT;MAGTAU;ASSOANIMAUXDAT;ANTPOLEAUDAT;ANTPOLAIRDAT;BIOGAZDAT;EXOPOLLUDAT;DECNONDANDAT;HYDROBIODIVDAT;EXOJEUDAT;EXOPOLCOMPDAT;RECHINDUSDAT;AGBDOMTAU;AGBDOMDAT;EXOLOGDUR;EXOLOGTAU;EXOLOGDAT;EXOREHDUR;EXOREHTAU;EXOREHDAT;EXOLOGENERDUR;EXOLOGENERTAU;EXOLOGENERDAT;EXOECONOUDUR;EXOECONOUTAU;EXOECONOUDAT;EXORISQTECHTAU;EXORISQTECHDAT;EXORISQMINTAU;EXORISQMINDAT;EXORISQSANTAU;EXORISQSANDAT;EXOLOCZRRDAT;HLMSEMDUR;HLMSEMDAT;EXOFBCAMPUSDAT;EXOEXCLUDAT;LOGBURDAT;LOFTDAT;LOGSOLDAT;LOGSOLTAU;LOGREHABDAT;SUPEXO2ANLOC;SUPEXO2ANLOCTAU;SUPEXO2ANPAP;SUPEXO2ANPAPTAU;SUPLOGDOMDAT;SUPLOGDOMTAU;SUPMAYOTDAT;SUPZFUDAT;SUPZFDOMDAT;SUPZFDOMTAU;SUPBERDAT;SUPQPDAT;SUPLOCEPFDAT;SUPPORTDAT;SUPPORTTAU;SUPEXOREHABDAT;SUPEXOLOGSOC;SUPEXOLOGEPINORPA;LISSAUGVLDAT;TAXFRICHTAU;TAXFRICHTAU1;TAXFRICHTAU2;TAXFRICHDAT;TAXFRICHBEN;MONMAJPOS;MAJPOSDAT;MAJTERCONSDAT;MAJTERCONSMON;SUPREDTERCONSDAT;EXOTRUDAT;EXONOYDAT;EXONOYDUR;EXOOLIDAT;AGRIBIODAT;EXOVIGNEDAT;EXOVIGNEDUR;EXOOREDAT;DEGJAGDUR2;DEGJAGDAT2;DEGJAGDUR3;DEGJAGDAT3;DEGJAGDUR4;DEGJAGDAT4;DEGJAGDUR5;DEGJAGDAT5;DEGJAGDUR6;DEGJAGDAT6;TAFNBDAT;SUPABATMAYDAT;BAZMINCFE1MT;BAZMINCFE1DAT;BAZMINCFE2MT;BAZMINCFE2DAT;BAZMINCFE3MT;BAZMINCFE3DAT;BAZMINCFE4MT;BAZMINCFE4DAT;BAZMINCFE5MT;BAZMINCFE5DAT;BAZMINCFE6MT;BAZMINCFE6DAT;BAZMINCFE0PARTAU;BAZMINCFE0PARDAT;BAZMINCFE2PARTAU;BAZMINCFE2PARDAT;BAZMINCFE3PARTAU;BAZMINCFE3PARDAT;BAZMINCFE4PARTAU;BAZMINCFE4PARDAT;BAZMINCFE5PARTAU;BAZMINCFE5PARDAT;BAZMINCFE6PARTAU;BAZMINCFE6PARDAT;EXOENOCREDUR;EXOENOCREDAT;EXOENOREPDUR;EXOENOREPDAT;EXOCREREPDAT2;EXOCREREPDUR2;EXO3AENCREAEXDAT;EXOJEUDAT2;EXOPOLCOMPDAT2;RECHINDUSDAT2;EXOZUSCREDUR;EXOZUSCRETAU;EXOZUSCREDAT;EXOZUSEXTDUR;EXOZUSEXTTAU;EXOZUSEXTDAT;CASERNEDAT2;ACTENSDAT;BUDDAT2;ZDPCORSEDAT2;ZRCDAT2;ZRCTAU2;ZRVDAT2;ZRVTAU2;SPENATTAU;SPENATDAT;SPETHETAU;SPETHEDAT;SPETOUTAU;SPETOUDAT;SPECONTAU;SPECONDAT;SPEVARTAU;SPEVARDAT;SPEVIVTAU;SPEVIVDAT;SPEDIVTAU;SPEDIVDAT;CINARTDAT;CINARTTAU;EXOCINDAT;EXOCINTAU;EXOCINREDDAT;EXOCINREDTAU;EXOMEDANCDAT;EXOAUXANCDAT;EXOMEDNOUVDAT;EXOMEDNOUVDUR;EXOAUXNOUVDAT;EXOAUXNOUVDUR;EXOVETODAT;EXOVETODUR;MEDDEFDAT;MEDDEFDUR;AUXMEDDEFDAT;AUXMEDDEFDUR;ANTPOLEAUDAT2;ANTPOLAIRDAT2;ANTBRUECODAT;ANTBRUREDDAT;DIFPREDAT;DIFPREMONT;DIFPRE1600DAT;DIFPRE2400DAT;DIFPRE3200DAT;EXOLIBLABDAT;EXODISQDAT;CREMUNTAU;CREMUNDAT;EXOPATDAT;EXOLIBNONLAB;COOPAGRDAT;AMECREINDTAU1;AMECREINDTAU2;AMECREINDTAU3;AMECREINDTAU4;AMECREINDTAU5;AMECREINDDAT;AMEEXTINDTAU1;AMEEXTINDTAU2;AMEEXTINDTAU3;AMEEXTINDTAU4;AMEEXTINDTAU5;AMEEXTINDDAT;AMETADIFTTAU1;AMETADIFTTAU2;AMETADIFTTAU3;AMETADIFTTAU4;AMETADIFTTAU5;AMETADIFTDAT;AMEETAIND1;AMEETAIND2;AMEETAIND3;AMEETAIND4;AMEETAIND5;AMEETAINDDAT;AMECRERECTAU1;AMECRERECTAU2;AMECRERECTAU3;AMECRERECTAU4;AMECRERECTAU5;AMECRERECDAT;AMEEXTRECTAU1;AMEEXTRECTAU2;AMEEXTRECTAU3;AMEEXTRECTAU4;AMEEXTRECTAU5;AMEEXTRECDAT;AMEREPRECTAU1;AMEREPRECTAU2;AMEREPRECTAU3;AMEREPRECTAU4;AMEREPRECTAU5;AMEREPRECDAT;AMECONRECTAU1;AMECONRECTAU2;AMECONRECTAU3;AMECONRECTAU4;AMECONRECTAU5;AMECONRECDAT;AMEDIRCRETAU1;AMEDIRCRETAU2;AMEDIRCRETAU3;AMEDIRCRETAU4;AMEDIRCRETAU5;AMEDIRCREDAT;AMEDIREXTTAU1;AMEDIREXTTAU2;AMEDIREXTTAU3;AMEDIREXTTAU4;AMEDIREXTTAU5;AMEDIREXTDAT;AMEDIRREPTAU1;AMEDIRREPTAU2;AMEDIRREPTAU3;AMEDIRREPTAU4;AMEDIRREPTAU5;AMEDIRREPDAT;AMEDIRCONTAU1;AMEDIRCONTAU2;AMEDIRCONTAU3;AMEDIRCONTAU4;AMEDIRCONTAU5;AMEDIRCONDAT;AMECREINDIMMDAT;AMEEXTINDIMMDAT;AMEREPINDIMMDAT;AMECONINDIMMDAT;AMECRERECIMMDAT;AMEEXTRECIMMDAT;AMECREDIRIMMDAT;AMEEXTDIRIMMDAT;AMEREPRECDIRIMMDAT;AMECONRECDIRIMMDAT;CFESUPMEUTOUDAT;CFESUPMEURAIDAT;CFESUPZFUDAT2;CFESUPZFDOMDAT;CFESUPBERDAT2;CFESUPZRRDAT;CFESUPABDEGDAT;CFESUPQPDAT;CVAESUPMEUTOUDAT;CVAESUPMEURAIDAT;CVAESUPZFUDAT2;CVAESUPBERDAT2;CVAESUPZRRDAT;CVAESUPABDEGDAT;CVAESUPQPDAT;CVAESUPZFDOMDAT;IFERNUCDAT;IFERPHODAT;IFERTRADAT;IFERANTDAT;IFERGAZDAT;IFEREOLDAT;IFEREOLTAU;REVFNGIRDAT;PRELFNGIRDAT;DCRTPDAT;TASCOMDAT;CVAEREPARTDAT;CVAEREPARTTAU;TOMCOMDAT;TOMGRPDAT;TOMSYNDAT;PLAFTEOMDAT;PLAFTEOMCOEF;SUPEXOTEOMDAT;PLAFTEOMGRPDAT;PLAFTEOMGRPCOEF;SUPEXOTEOMGRPDAT;PLAFTEOMSYNDAT;PLAFTEOMSYNCOEF;SUPEXOTEOMSYNDAT;TIEOMCOMDAT;TIEOMGRPDAT;TIEOMSYNDAT;ROMCOMDAT;ROMGRPDAT;ROMSYNDAT;ROMGRPDAT2;TAXBALDAT;TAXBALTAU;TAXPYLEPCIDAT;TASCOMCOEDAT;GEMAPIDAT;TAXEAUMINDAT;TAXEAUMINTARIF;PARISNONHABITA
16;CHARENTE;16064;64;BRIGUEUIL;N;;;;;NA;1990-06-18;2;;NA;1990-06-18;2;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;27/06/96;8;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;1990-06-18;2;1990-06-18;1990-06-18;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;100;100;100;100;0;1990-01-22;100;100;100;100;0;1990-01-22;100;100;100;100;0;1990-01-22;100;100;100;100;0;1990-01-22;100;100;100;100;0;1990-01-22;100;100;100;100;0;1990-01-22;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;100;100;100;100;0;1990-01-22;100;100;100;100;0;1990-01-22;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-27;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16072;72;CHADURIE;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;2;1995-09-06;2;1995-09-06;2;1995-09-06;2;1995-09-06;2;1995-09-06;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16074;74;CHALLIGNAC;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;50;1989-05-30;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2012-09-13;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16075;75;CHAMPAGNE-VIGNY;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;1995-06-05;2;1995-06-05;1995-06-05;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2012-09-13;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16078;78;CHAMPNIERS;N;;;2021-09-22;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;2021-09-22;40;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;5;2004-11-24;5;2004-11-24;5;2004-11-24;5;2004-11-24;5;2004-11-24;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;100;100;100;100;0;2064-06-29;100;100;100;0;0;2064-06-29;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;100;100;100;100;0;2064-06-29;100;100;100;0;0;2064-06-29;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;100;100;100;100;0;2064-06-29;100;100;100;0;0;2064-06-29;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16086;86;CHASSENON;N;;;;;NA;2004-04-06;2;;NA;2004-04-06;2;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;2004-04-06;NA;;2004-04-06;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-27;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16088;88;CHASSORS;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;1988-03-06;1988-03-06;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16091;91;CHATIGNAC;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;15/09/95;15/09/95;8;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;1991-03-21;2;1991-03-21;1991-03-21;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16097;97;CHERVES RICHEMONT;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;2005-05-09;2017-09-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16099;99;CHILLAC;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;1993-06-18;2;1993-06-18;1993-06-18;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;100;25/09/99;100;25/09/99;NA;;NA;;100;25/09/99;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2012-09-13;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16100;100;CHIRAC;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;29/09/22;29/09/22;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;2;2002-02-02;2;2002-02-02;2;2002-02-02;2;2002-02-02;2;2002-02-02;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;2;1994-06-25;2;1994-06-25;1994-06-25;2;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;100;100;0;0;0;1992-06-27;100;100;0;0;0;1992-06-27;100;100;0;0;0;1992-06-27;100;100;0;0;0;1992-06-27;100;100;0;0;0;1992-06-27;100;100;0;0;0;1992-06-27;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;100;100;0;0;0;1992-06-27;100;100;0;0;0;1992-06-27;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-27;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16104;104;CONDAC;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2014-09-01;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
16;CHARENTE;16112;112;COURLAC;N;;;;;NA;;NA;;NA;;NA;;;NA;;0;;0;;;;;;;NA;NA;;NA;;;;;;;;;;;NA;NA;NA;NA;;NA;NA;;NA;;;NA;;;;;NA;;NA;;;NA;NA;;;;;;;;;NA;;NA;NA;NA;NA;;;NA;;;;;NA;NA;NA;NA;;NA;NA;NA;;;;;;NA;;;;NA;;;;NA;;NA;;NA;;NA;;NA;;NA;;NA;NA;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;;;NA;NA;NA;;NA;NA;;;;NA;NA;;0;NA;0;NA;;NA;;NA;;NA;;NA;;NA;;NA;;;NA;;NA;;NA;;;;NA;;NA;;NA;NA;NA;NA;NA;;;;;;0;;;;;;NA;;;;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;;;;;;;;;;NA;NA;;;;NA;;;NA;;;;;;;NA;;NA;NA;;NA;;NA;NA;NA;;;;;NA;NA;;2017-09-28;;;NA;;;NA;;;NA;;NA;;;;;;;;;NA;;NA;;;NA
